"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"4475624","2020-05-05 02:31:57","1540004","3.0100","143","101","D","5","<p>A 17-year old presents to your GP clinic with a history of depression and following recommended guidelines, you decide to prescribe 1st line anti-depressants.</p><p>&nbsp;</p><p>Which of the following anti-depressants would be the safest 1st line treatment for a patient of this age.</p>","<p>Citalopram</p>","<p>Sertraline</p>","<p>Venlafaxine&nbsp;</p>","<p>Fluoxetine</p>","<p>Lorazepam</p>","<p><strong>The correct answer is D: Fluoxetine.</strong></p><p>&nbsp;</p><p><em>Selective Serotonin Re-uptake Inhibitors (SSRIs) are the most common 1st line agent for depression/anxiety disorders. But there are several SSRI listed above, so why Fluoxetine?</em></p><p>&nbsp;</p><p><strong style=""font-style: italic;"">Fluoxetine</strong><em> is the recommended first line SSRI treatment for&nbsp;patients &lt;18 years old (and young adults)&nbsp;because it does not increase the risk of suicidality &nbsp;and it is therefore the safest. Some&nbsp;antidepressants increase the risk of suicidality in the developing brain.</em></p><p>&nbsp;</p><p><strong>Answer References</strong></p><p>A - SSRI but not recommended for &lt; 18 years old</p><p>B -&nbsp;SSRI but not recommended for &lt; 18 years old</p><p>C - SNRI, not 1st line anti-depressant</p><p>D - SSRI and most appropriate for &lt; 18 years old</p><p>E - Benzodiazepine, not recommended for depression</p>","Mental Health, Case 10, Pharmacology"
"4475685","2020-05-05 03:31:47","1701253","3.3500","151","110","C","5","<p>Kia is taken to A and E by ambulance after having a seizure during a lecture. She has recently returned to Uni after a summer backpacking in Vietnam and Cambodia. She is tachycardic, her breathing is shallow and quick, interlaced with coughing and her temperature is 39 degrees, though her hands and feet are cold. The paramedics notice that her skin looks very blotchy. She is given some oxygen and fluids in the ambulance. They report that her GCS is 14.&nbsp;</p><p>&nbsp;</p><p>In A and E, after following DRABCDE they rush her for a head CT which shows no bleeds, but there appears to be inflammation of the meninges. They perform a lumbar puncture and the results are as follows:</p><p>&nbsp;</p><p>Colour: yellowish</p><p>Pressure: high</p><p>Polymorphs: slightly increased</p><p>Lymphocytes: very high</p><p>Protein: increased</p><p>Glucose: decreased</p><p>&nbsp;</p><p>What is the likely causative agent of her meningitis?</p><p>&nbsp;</p>","<p>herpes simplex virus</p>","<p>Haemophilus influenzae type b</p>","<p>mycobacterium tuberculosis</p>","<p>neisseria meningitidis</p>","<p>Drug reaction</p>","<p><img src=""../images/view.php?file=383611"" alt=""no description"" /></p><p>&nbsp;</p><p>The yellowish colour rules out HSV infection as in viral meningitis CSF is typically clear.</p><p>&nbsp;</p><p>Drug reaction meningitis is rare and CSF would be clear, so we can rule this out.</p><p>&nbsp;</p><p>The infection could be bacterial or fungal based on the colour. Fungal meningitis typically only occurs in those who are immunocompromised.</p><p>&nbsp;</p><p>Out of the remaining options, they are all bacterial. Normally in bacterial infections, you have very high levels of polymorphs (neutrophils), however here there are higher levels of lymphocytes ; this is typical of TB infection.</p><p>&nbsp;</p><p>Normally it is viral infections that have this picture of WBCs (very high lymphocytes), however the colour rules out a viral cause.</p><p>&nbsp;</p><p>Hib infections typically affect babies, and would have a typical bacterial CSF analysis (see above)</p><p>&nbsp;</p><p>Kia has <strong>travelled for a long period of time in an area with high levels of TB</strong>; she wont have had routine vaccination, and may not have been vaccinated pre-travel</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","CNS, Case 13, Infections"
"4478076","2020-05-06 23:04:51","1806451","3.0300","139","106","A","4","<p>Martha is a 67 year old woman with chronic liver disease. One of the consequences of her illness is having low albumin levels causing her to have ascites .<br />You are carrying out an abdominal examination on her and have requested for her to lie in a supine position. Whilst in this position where is the excess peritoneal fluid most likely to go ?</p>","<p>&nbsp;Hepatorenal recess</p>","<p>Rectouterine pouch</p>","<p>Rectovesical pouch</p>","<p>&nbsp;Vesicouterine pouch</p>","","<p>The answer is A</p><p>&nbsp;</p><p>&bull; whilst laying in a supine position excess fluid is most likely to go to the hepatorenal recess<br />&bull; whereas whilst standing in women it is most likely to go to the rectouterine pouch aka the pouch of Douglas</p>","case 15"
"4478101","2020-05-06 23:17:02","1806451","3.0400","149","112","E","5","<p>CN X provides parasympathetic innervation to the GI tract until a certain anatomical point.<br />Which of the following points does CN X stop providing parasympathetic innervation to the GI tract</p>","<p>Appendix</p>","<p>Duodenojejunal flexure</p>","<p>&nbsp;Hepatic flexure of the colon</p>","<p>&nbsp;Ileocaecal junction</p>","<p>Splenic flexure of the colon</p>","<p>The vagus nerve supplies parasympathetic innervation to the gut until the splenic flexure<br /><br /></p>","Anatomy, case 15"
"4478114","2020-05-06 23:24:55","1806451","2.9600","135","101","D","4","<p>June recently had an exploratory surgery, after this surgery she developed ileus. It was determined that she would require temporary nutritional support.<br />Which of the following options would be the most suitable for providing her with nutritional support?</p>","<p>&nbsp;Jejunostomy tube</p>","<p>&nbsp;Nasogastric tube</p>","<p>&nbsp;Oral supplementation</p>","<p>Total &nbsp;Parenteral nutrition</p>","","<p>&nbsp;Ileus is when there is non mechanical obstruction of the bowel, this typically develops after surgery and causes small bowel obstruction.<br />Currently Junes GI tract is not functioning properly so that cancels out all the other options as for them to be effective they require a functioning GI tract so parenteral feeding is the best option</p>","case 15, malnutrition"
"4478168","2020-05-07 00:11:27","1803622","3.0000","137","102","A","4","<p>Alexa was diagnosed with breast cancer recently and is now taking a particular drug to prevent the malignant cells from replicating further.</p><p>The drug's MOA is to prevent the unwinding of super coiled dsDNA, which in turn inhibits replication of rapidly dividing cells.</p><p>&nbsp;</p><p>Which drug is Alexa taking?</p>","<p>Doxorubicin</p>","<p>Imatinib</p>","<p>Letrozole</p>","<p>Paclitaxel</p>","","<p>The MOA is describing a <strong>topoisomerase inhibitor</strong>, therefore making the answer doxorubicin.&nbsp;</p><p>Imatinib is a tyrosine kinase inhibitor.</p><p>Letrozole is an aromatase inhibitor</p><p>Paclitaxel is a microtubule modifier.</p><p>&nbsp;</p><p>Case 16 pharm lightbulb</p>","case 16, Pharmacology"
"4478176","2020-05-07 00:18:02","1803622","2.8900","135","100","B","4","<p>Jonny is learning about cancer drugs.</p><p>&nbsp;</p><p>He reads that one class of drugs works by interfering with the biosynthesis of purines/pyrimidines</p><p>&nbsp;</p><p>Which class of drugs does this describe?</p>","<p>Alkylating agents</p>","<p>Anti-metabolites</p>","<p>Topoisomerase inhibitors</p>","<p>Tyrosine kinase inhibitors</p>","","<p>The answer is anti-metabolites such as fluorouracil.</p><p>&nbsp;</p><p>Alkylating agents: cause the cross-linking of guanine which prevents DNA strand synthesis and replication. e.g. cyclophosphamide.</p><p>Topoisomerase inhibitors: prevent the unwinding of supercoiled dsDNA which inhibits replication in rapidly dividing cells e.g. doxorubicin.</p><p>Tyrosine kinase inhibitors: inhibits the activation of many proteins through signal transduction e.g. imatinib blocks the Ras mediated proliferative pathway.</p><p>&nbsp;</p><p>case 16 pharm lightbulb</p>","case 16, Pharmacology"
"4478290","2020-05-06 23:22:31","1806451","2.8700","141","108","A","4","<p>Mrs Reynolds presented to her GP with a history of difficulty swallowing, her GP referred her to radiology, a barium swallow was carried out which revealed the following.</p><p>&nbsp;</p><p><img src=""../images/view.php?file=383760"" alt=""no description"" /></p><p>&nbsp;</p><p>it is recommended that she is nutritional support to ensure that she doesn&rsquo;t become malnourished.<br />Which of the following options is the least suitable form of nutritional support for Mrs Reynolds ?</p>","<p>&nbsp;Oral supplementation</p>","<p>&nbsp;Nasogastric tube</p>","<p>&nbsp;Jejunostomy tube</p>","<p>Total parenteral nutrition</p>","","<p>&bull; Mrs Reynolds has struggled with swallowing so essentially the least suitable would be oral supplementation as she would struggle swallowing the supplements<br />&bull; the most suitable method of feeding for Mrs Reynolds would be a nasogastric tube as she has a functioning GI tract.<br />&bull; also note individuals with oeseophageal strictures are likely to have cancer</p>","case 15, malnutrition"
"4479251","2020-05-07 21:15:20","1803763","2.9600","138","103","A","5","<p>An oncologist has just prescribed a patient with chronic myeloid leukaemia a course of chemotherapy. The oncologist explains that the drug is an 'alkylating agent' and works by chemically altering DNA. Which of these drugs is the doctor most likely describing?&nbsp;</p>","<p>Cyclophosphamide</p>","<p>Doxorubicin</p>","<p>Fluorouracil&nbsp;</p>","<p>Letrozole&nbsp;</p>","<p>Paclitaxel&nbsp;</p>","<p><strong>Cyclophosphamide </strong>is an alkylating agent which chemically crosslinks G-G nucleotides in template DNA strands. This stalls DNA polymerase and prevents the synthesis of new strands.</p><p>&nbsp;</p><p>B - Doxorubicin is a topoisomerase inhibitor&nbsp;</p><p>C - Fluorouracil is an anti-metabolite which prevents thymine synthesis</p><p>D - Letrozole is an aromatase inhibitor used in oestrogen-sensitive breast cancer if postmenopausal</p><p>E - Paclitaxel is a microtubule modifier&nbsp;</p><p>&nbsp;</p><p>Case 16 Pharmacology Lightbulb</p>","Drugs, Oncology, case 16, Pharmacology, Chemotherapy"
"4479297","2020-05-07 21:32:45","1803622","2.9100","150","112","A","5","<p>John is rushed into A&amp;E after experiencing chest pain and 'a funny feeling' in his heart.</p><p>&nbsp;</p><p>An ECG is recorded and the junior doctor reports back that it showed peaked T waves with prolonged QRS complexes.</p><p>&nbsp;</p><p>Which treatment would be most suitable for John?</p>","<p>Calcium gluconate</p>","<p>IV calcium ions</p>","<p>IV potassium ions</p>","<p>IV sodium ions</p>","<p>Oral potassium ions</p>","<p>The ECG describes hyperkalaemia (tall T waves, prolonged QRS complexes, and an eventual loss of P waves).&nbsp;</p><p>This is treated with: calcium gluconate, insulin, glucose, salbutamol or resonium.</p><p>&nbsp;</p><p>C and E describe the treatments for hypokalaemia.</p><p>&nbsp;</p><p>Case 12: pharm</p>","ECG, case 12, Pharmacology"
"4479725","2020-05-08 01:25:56","1803622","3.2400","153","111","C","4","<p>Simon is a 58 year old male who has a 10 year history of hypertension. He also suffered a heart attack 3 years ago.</p><p>&nbsp;</p><p>He has come to his GP after he described feeling breathless when walking. He says he can no longer walk as far as he used to be during his daily dog walks. This breathlessness is sometimes accompanied by chest pain. This has had a significant impact on the exercise he is able to do, mainly due to the swelling he describes.</p><p>However, he is comfortable at rest.</p><p>&nbsp;</p><p>Where does Simon score on the New York Heart Association Classification?</p>","<p>class I&nbsp;</p>","<p>class II</p>","<p>class III</p>","<p>class IV</p>","","<p>Simon scores in Class III: this is a noticeable limitation in the ability to exercise/do strenuous activity. Comfortable only at rest.</p><p>&nbsp;</p><p>Class I: no symptoms/can perform ordinary activities without any limitations.</p><p>Class II: mild symptoms with occasional swelling. No symptoms at rest. Somewhat limited in exercise</p><p>Class IV: unable to do any physical activity without discomfort. Symptoms at rest.</p><p>&nbsp;</p><p>Case 12, cardiac failure lecture</p>","case 12"
"4480059","2020-05-08 07:22:17","1805382","2.9500","112","77","B","5","<p>Bev is a 6 day old baby, whose mother has rung the GP concerned about some 'patches' of darker skin that are extremely noticeable on Bev's skin. The GP explains that Bev was in fact born with a pigmentation disorder present at birth; this should have been explained to the mother prior to leaving the hospital. Bev's mother asks how this condition developed and the GP explains it is due to an error in the formation of which germ layer?</p>","<p>Endoderm&nbsp;</p>","<p>Ectoderm</p>","<p>Mesoderm&nbsp;</p>","<p>Neural crest cells&nbsp;</p>","<p>Hypoblast&nbsp;</p>","<p>Case 7 - gastrulation. Ectoderm form the CNS, most glands, nerves and melanocytes.&nbsp;</p>","Case 7, gastrulation"
"4480783","2020-05-08 21:43:02","1803763","3.0000","140","102","D","5","<p>James is a 57 year old man who has lung cancer. His oncologist has just scheduled his next cycle of chemotherapy, which will be administered via IV infusion. After James has left the clinic, the oncologist explains to the medical student on placement how this drug works. He says:</p><p>&nbsp;</p><p>""The drug we've decided to use for James works by preventing tublin depolymerisation of mitotic microtubules during anaphase of the cell cycle. This stalls cancer cell replication.""</p><p>&nbsp;</p><p>The medical student recalls that the drug is called a microtubule modifier - which of the following drugs has the oncologist most likely prescribed?&nbsp;</p>","<p>Cyclophosphamide</p>","<p>Imatinib</p>","<p>Letrozole</p>","<p>Paclitaxel</p>","<p>Tamoxifen</p>","<p>Paclitaxel is a microtubule modifier which works as described.</p><p>&nbsp;</p><p>A - alkylating agent</p><p>B - tyrosine kinase inhibitor</p><p>C - aromatase inhibitor</p><p>E - oestrogen receptor antagonist&nbsp;</p><p>&nbsp;</p><p>Case 16 Pharmacology Lightbulb</p>","Drugs, Oncology, case 16, Pharmacology, Chemotherapy"
"4480787","2020-05-08 21:48:16","1803622","2.8600","138","102","B","4","<p>Dan reads the following passage from a textbook:</p><p>&nbsp;</p><p>The period during which most Na+ ion channels are inactive, but some channels may become activated by a depolarising impulse.</p><p>&nbsp;</p><p>What does this passage describe?</p>","<p>absolute refractory period</p>","<p>effective refractory period</p>","<p>relative refractory period</p>","<p>supranormal period</p>","","<p>The answer is effective refractory period.</p><p>&nbsp;</p><p>Absolute: all Na+ ion channels are inactive so no additional depolarising impulses can be propagated.</p><p>Relative: only a few Na+ ion channels are inactive but this may be enough to trigger an action potential</p><p>Supranormal: when all ion channels are available for activation..</p><p>&nbsp;</p><p>ECG tutorial case 12</p>","case 12"
"4480797","2020-05-08 21:59:55","1803763","2.8800","139","107","D","5","<p>Mr Briggs is a patient with recently diagnosed oesophageal cancer - you are the histopathologist examining his biopsy sample in order to grade his cancer. The tissue shows signs of nuclear pleomorphism, hypercellularity and the tumour cells breach the basement membrane. You determine that Mr Briggs' tumour is poorly differentiated.</p><p>&nbsp;</p><p>What grade are you most likely to classify his cancer as?</p>","<p>Gx</p>","<p>G1</p>","<p>G2</p>","<p>G3</p>","<p>G4</p>","<p><strong>Poorly differentiated = grade 3</strong></p><p>&nbsp;</p><p>Gx = unable to grade</p><p>G1 = well differentiated</p><p>G2 = moderately differentiated</p><p>G4 = undifferentiated&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>Histological features of cancer include:</p><ul><li>nuclear pleomorphism</li><li>breach of basement membrane</li><li>a high % of cells in mitosis</li><li>necrosis, due to cells rapidly growing and outgrowing the blood supply</li><li>hypercellularity and crowding</li></ul><p>Histological diagnosis of cancer lecture, case 16</p><p>&nbsp;</p>","Oncology, case 16, histology"
"4480801","2020-05-08 22:03:59","1803622","2.8800","139","96","A","4","<p>After depolarisations may occur when there is a raised level of a certain ion.</p><p>This increase can sometimes be enough to trigger a new cardiac action potential.</p><p>&nbsp;</p><p>An increase in which ion causes these after depolarisations?&nbsp;</p>","<p>calcium ions</p>","<p>chloride ions</p>","<p>potassium ions</p>","<p>sodium ions</p>","","<p>The answer is calcium ions.</p><p>&nbsp;</p><p>EARLY AFTER DEPOLARISATIONS: these can be caused in two different ways:</p><p>1. extra calcium ions causes depolarisation in phase 2, but this depolarisation is not enough to trigger a cardiac action potential (cAP). Instead this leads to QT prolongation.</p><p>2. Increase in calcium ions in phase 3 which also extends QT</p><p>&nbsp;</p><p>DELAYED AFTER DEPOLARISATIONS</p><p>This is where there is enough extra calcium ions in phase 4 to activate sodium ion channels earlier than expected. This can cause extrasystole and will continue until calcium ion levels are normal again.</p><p>&nbsp;</p><p>ECG tutorial case 12</p>","ECG, case 12"
"4480818","2020-05-08 22:21:56","1803622","2.8600","154","110","A","5","<p>Which one of the following ECG leads will give a septal view?<br /><br /></p>","<p>V2</p>","<p>V3</p>","<p>V4</p>","<p>V5</p>","<p>V6</p>","<p>Leads V1-V2 give a septal view of the heart.</p><p>&nbsp;</p><p>Lateral view: I, aVL, V5, V6 (supplied by circumflex artery)</p><p>Inferior view: II, III, aVF (supplied by right coronary artery)</p><p>Anterior view: V1-V6 (supplied by left anterior descending artery)/</p><p>&nbsp;</p><p>ECG tutorial Case 12</p>","ECG, case 12"
"4480962","2020-05-09 01:07:36","1803870","2.8800","97","77","C","5","<p>At the conus medullaris, the cord will divide into two extensions: cauda equina and filum terminale.&nbsp;</p><p>What is the filum terminale a continuation of?</p>","<p>dura mater</p>","<p>arachnoid</p>","<p>pia mater</p>","<p>muscle&nbsp;</p>","<p>terminal nerves</p>","<p>the filum terminale is a fibrous extension of the cord, that extends down to the coccyx.&nbsp;</p><p>It is a continuation of Pia mater</p><p>The cauda equina (CE) is a bundle of intradural nerve roots at the end of the spinal cord, in the subarachnoid space</p>","Anatomy, Spinal Anatomy"
"4480966","2020-05-09 01:13:39","1803622","2.9800","125","91","D","5","<p>Fred is an 80 year old male who recently suffered a stroke. This stroke has mainly affected the left side of his body, and in particular his left arm.</p><p>A junior doctor wants to assess the movement in his arm.</p><p>&nbsp;</p><p>Fred lifts his arm up when the doctor asks him to. When the doctor pushes against Fred's arm, Fred is unable to push against the resistance.</p><p>&nbsp;</p><p>What grade does Fred score in terms of his limb power?</p>","<p>0</p>","<p>1</p>","<p>2</p>","<p>3</p>","<p>4</p>","<p>Fred scores a 3: he can move against gravity, but not resistance.</p><p>&nbsp;</p><p>0= no contraction</p><p>1= contraction on palpation</p><p>2= can move when gravity is eliminated</p><p>3= can move against gravity but not resistance</p><p>4= can move against some resistance</p><p>5= full ROM</p><p>&nbsp;</p><p>case 13</p>","Case 13, Stroke"
"4480988","2020-05-09 01:32:55","1803622","2.8200","121","89","C","4","<p>Kerry, a 30 year old female, has come to A&amp;E after falling from a ladder.</p><p>She was knocked unconscious for an unknown amount of time, but is fairly certain she hit her head when she fell.</p><p>She is now conscious and responsive, able to communicate how she is feeling to the junior doctor monitoring her.</p><p>She explains that every so often she has a sudden and intense pain in her head that she can only describe as a bang. She also appears to be squinting in response to lights and has some neck stiffness.</p><p>&nbsp;</p><p>What would you start to expect from the symptoms?</p>","<p>abscess</p>","<p>extradural haemorrhage</p>","<p>subarachnoid haemorrhage</p>","<p>subdural haemorrhage</p>","","<p>The intense 'banging' pain that Kerry describes could be a thunderclap headache. These are common in subarachnoid haemorrhages.</p><p>She also describes photophobia and neck stiffness, other symptoms that fit. Subarachnoids can be spontaneous or due to trauma, which Kerry has experienced.</p><p>&nbsp;</p><p>Extradural and subdurals are also caused by trauma - but the thunderclap headache is characteristic to subarachnoids.</p><p>&nbsp;</p><p>At CT would be next to confirm your suspicions</p><p>&nbsp;</p><p>Case 13</p>","Case 13"
"4481065","2020-05-09 02:45:17","1803939","2.9200","147","114","B","5","<p>A patient is being treated with chemotherapy, and has started to notice hair loss - similar to alopecia. What chemotherapy drug could she be on?</p>","<p>Alkylating agents</p>","<p>Anit-metabolites&nbsp;</p>","<p>Aromatase inhibitors&nbsp;</p>","<p>Microtubule modifiers</p>","<p>Receptor modulators</p>","<p>Anti-metabolites eg) fluorouracil can cause alopecia&nbsp;</p><p>&nbsp;</p><p>Other drugs that can cause alopecia are Topoisomerase inhibitors and&nbsp;Tyrosine kinase inhibitors</p>","Oncology, case 16, Pharmacology"
"4481072","2020-05-09 02:49:28","1803939","2.8100","144","109","E","5","<p>One hallmark of cancer cells is that they can undergo epithelial mesenchymal transition EMT. This is reversal of terminal differentiation. Which of these is a feature of epithelial cells?</p>","<p>Fibroblast-like shape&nbsp;</p>","<p>Invasive&nbsp;</p>","<p>Mesodermal origin</p>","<p>Motile</p>","<p>Polarity&nbsp;</p>","<p>All except E are features of mesenchymal cells</p><p>&nbsp;</p><p>Epithelial cells are:</p><p>- endodermal origin</p><p>- cobblestone shaped</p><p>- non-motile</p><p>- non-invasive&nbsp;</p>","Oncology, case 16"
"4481080","2020-05-09 02:52:49","1803939","2.9500","145","102","A","5","<p>What feature of malignancy is shown in this diagram?<img src=""../images/view.php?file=384069"" alt=""no description"" /></p>","<p>Breach of basement membrane</p>","<p>Hyper cellularity and crowding</p>","<p>Mitoses</p>","<p>Necrosis</p>","<p>Nuclear pleomorphism</p>","<p>Breach of basement membrane - cancer cells invade through basement membrane and into the soft tissue</p>","Oncology, case 16, histology"
"4481102","2020-05-09 02:55:03","1803763","2.8900","119","83","B","5","<p>Amy is 13 weeks pregnant and is receiving the results from a screening test she had the previous week. Results show:</p><ul><li>Raised hCG</li><li>Low alpha-fetoprotein (AFP)</li><li>Increased nuchal translucency&nbsp;</li></ul><p>What condition is Amy's midwife most likely to be concerned about?</p>","<p>Anencephaly&nbsp;</p>","<p>Down's syndrome&nbsp;</p>","<p>Edward's syndrome</p>","<p>Rubella (congenitally acquired)&nbsp;</p>","<p>Spina bifida&nbsp;</p>","<p>These findings are classic markers of Down's syndrome.&nbsp;</p><p>&nbsp;</p><p>Edward's syndrome is a possible cause but is much less common than Down's, so isn't the most likely.&nbsp;</p><p>&nbsp;</p><p>Anencephaly &amp; Spina bifida are both neural tube defects - these would cause <strong>raised</strong> AFP.</p><p>&nbsp;</p><p>&nbsp;</p><p>Rubella screening was stopped 3 years ago because we had herd immunity; vaccine rates then dropped so there is debate about whether the NHS should re-start antenatal rubella screening.</p>","Antenatal screening, Pregnancy, Case 7"
"4482005","2020-05-09 22:08:43","1803622","2.8900","135","101","C","4","<p>Michael has suffered a head injury, and the junior doctor notices he is showing signs of raised ICP.</p><p>His blood brain barrier is intact.</p><p>&nbsp;</p><p>Which medication would most likely be prescribed?</p>","<p>Carbamazepine</p>","<p>Dexamethasone</p>","<p>Mannitol</p>","<p>Midazolam</p>","","<p>Mannitol is prescribed if there is no active bleeding i.e. the blood brain barrier remains intact. This is given IV to lower ICP.</p><p>&nbsp;</p><p>Dexamethasone is an anti-inflammatory that reduces ICP. This is often prescribed in association with tumours.</p><p>Carbamazepine is given for long-term management of seizures.</p><p>Midazolam is prescribed for acute epilepsy</p><p>&nbsp;</p><p>Case 13 pharm</p>","Pharmacology, Case 13"
"4482223","2020-05-10 03:13:13","1800174","2.9900","137","99","D","5","<p>During your oncology block on placement you see a patient with Hodgkin lymphoma, who has recently been started on chemotherapy. The doctor explains that this drug is an alkylating agent which works by chemically cross-linking guanine nucleotides to prevent DNA polymerase activity. This leads to DNA replication being stalled.</p><p>&nbsp;</p><p>Which of the following drugs is the doctor describing ?</p><p>&nbsp;</p>","<p>Doxorubicin&nbsp;</p>","<p>Tamoxifen&nbsp;</p>","<p>Letrozole&nbsp;</p>","<p>Cyclophosphamide&nbsp;</p>","<p>Paclitaxel&nbsp;</p>","<p><strong>Cyclophosphamide</strong> is an <strong>Alkylating agent&nbsp;</strong></p><ul><li>prevents new strand synthesis by chemically cross linking G nucleotides together to prevent DNA polymerase activity&nbsp;</li><li>used for leukaemia, Hodgkin lymphoma and some breast cancers</li></ul><p>Doxorubicin - Topoisomerase inhibitor - topoisomerase-mediated DNA unwinding blocked to prevent DNA replication&nbsp;</p><p>Tamoxifen- receptor modulator - oestrogen receptor antagonist&nbsp;</p><p>Letrozole- Aromatase inhibitor - stops oestrogen generation&nbsp;</p><p>Paclitaxel- microtubule modifiers- prevents mitotic microtubule tublin depolarisation during anaphase and prevents tublin polymerisation during prophase - stalls replication&nbsp;</p>","case 16, Pharmacology, Chemotherapy"
"4482230","2020-05-10 03:31:10","1800174","2.9400","143","106","B","5","<p>During placement you see a patient with colorectal cancer. Being the studious medical student you are, you ask the doctor what chemotherapy drug they are having. The doctor states that the drug is an anti-metabolite which works by inhibiting thymidylate synthesis.&nbsp;</p><p>&nbsp;</p><p>Which of the following drugs matches this description?&nbsp;</p>","<p>Paclitaxel&nbsp;</p>","<p>Fluorouracil&nbsp;</p>","<p>Imatinib&nbsp;</p>","<p>prednisolone&nbsp;</p>","<p>doxorubicin&nbsp;</p>","<p>Fluorouracil is an anti-metabolite</p><ul><li>acts as a thymidylate synthase inhibitor, Interrupting the action of this enzyme blocks synthesis of the pyrimidine thymidine, which is a nucleoside required for DNA replication.</li><li>used for breast, colorectal, pancreatic and gastric cancers&nbsp;</li></ul><p>Paclitaxel - microtubule modifier- prevents mitotic microtubule tubulin depolarisation during anaphase and prevents tubulin polymerisation during prophase&nbsp;</p><p>Imatinib- tyrosine kinase inhibitor- inhibits bar-abl tyrosine kinase which uncopies intracellular signalling leading to cell death&nbsp;</p><p>Prednisolone- corticosteroid- triggers apoptosis and suppresses cellular proliferation in lymphoid tissues&nbsp;</p><p>Doxorubicin- topisomerase inhibitor - blocks topisomerase-mediated unwinding preventing cancer DNA replication&nbsp;</p>","case 16, Pharmacology, Chemotherapy"
"4482235","2020-05-10 03:43:49","1800174","2.9000","137","99","C","5","<p>During your GP placement you are reading the patient notes before seeing the patient, in the notes it states the patient has a '<strong>Lipoma</strong>'.</p><p>&nbsp;</p><p>Which of the following descriptions best describes this tumour?</p>","<p>benign tumour of glandular tissue&nbsp;</p>","<p>malignant tumour of glandular tissue&nbsp;</p>","<p>benign tumour of fat</p>","<p>benign tumour of fibrous tissue&nbsp;</p>","<p>malignant tumour of connective tissue&nbsp;</p>","<p>Lipoma - benign tumour of fat. A malignant tumour of fat is a liposarcoma.&nbsp;</p><p>&nbsp;</p><p>Generally tissue + 'oma' = benign tumour&nbsp;</p><ul><li>adenoma = benign tumour of glandular tissue&nbsp;</li><li>Fibroma= benign tumour of fibrous tissue</li></ul><p>Carcinoma = malignant tumour of epithelial tissue&nbsp;</p><ul><li>adenocarcinoma - columnar epithelium showing glandular differentiation&nbsp;</li><li>squamous cell carcinoma - from squamous epithelium&nbsp;</li><li>neuroendocrine carcinoma&nbsp;</li></ul><p>Sarcoma = malignant tumour of connective tissue&nbsp;</p><ul><li>liposaarcoma -malignant tumour of fat&nbsp;</li><li>osteosarcoma - malignant tumour of bone&nbsp;</li></ul><p>exceptions&nbsp;</p><ul><li>lymphoma - malignant tumour of immune cells&nbsp;</li><li>melanoma - malignant tumour of melanocytes&nbsp;</li><li>hepatoma - malignant tumour of liver cells (hepatocellular carcinoma is another term)</li></ul><p>&nbsp;</p>","case 16, Histology"
"4484531","2020-05-11 23:12:47","1803939","2.8400","121","94","C","5","<p>A student is learning their cranial nerves (CN), and has forgotten which ones are parasympathetic. Which cranial nerves is he thinking of?</p>","<p>CN 3, 4, 7, 9&nbsp;</p>","<p>CN 3, 4, 9, 10</p>","<p>CN 3, 7, 9, 10</p>","<p>CN 3, 7, 9, 11</p>","<p>CN 3, 7, 10, 11</p>","","Anatomy, Case 14"
"4484557","2020-05-11 23:20:07","1803939","2.6700","123","93","E","5","<p>The following is a definition of which phrase:</p><p>&nbsp;</p><p>""a state of inadequate organ perfusion and tissue oxygenation""</p>","<p>Autonomic dysreflexia&nbsp;</p>","<p>Bony metastasis</p>","<p>Clinical instability</p>","<p>Epidural abscess&nbsp;</p>","<p>Shock</p>","","Case 14"
"4484707","2020-05-12 00:42:31","1803622","2.9700","86","61","D","4","<p>A daughter has brought her 89 year old mother, Betty, to her GP. Betty's daughter has become increasingly concerned that her mum appears more disorientated that usual, and is often confused.</p><p>The daughter explains that the other day, when given a hair brush, Betty was unable to recognise the object and asked what it was meant for.</p><p>&nbsp;</p><p>The GP explains this is agnosia- the inability to recognise familiar objects- and that this is due to impairments of what?</p>","<p>Cerebellum</p>","<p>Dorsolateral prefrontal cortex</p>","<p>Hippocampus</p>","<p>Occipitotemporal pathway</p>","","<p>The occipitotemporal pathway has a role in the ability to recognise objects.</p><p>Whilst the cerebellum has a role in procedural memory, this would affect Betty's ability to know that the hairbrush is used for brushing her hair, rather than the inability to recognise what the hairbrush is.</p><p>Hippocampus is involved in episodic and spatial memory.</p><p>Dorsolateral PFC has a role in working memory i.e. temporary storage of memory for decision making purposes.</p><p>&nbsp;</p><p>Case 6</p>","Case 6"
